,customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings,total_page_views,average_time_spent,total_purchases,recency_of_purchase,average_rating_purchased,average_price_purchased,purchase_month
934,72,109,2023-09-01 00:00:00,17,116,Music,379,3.1,204,116.0,7,117,3.783333333333333,243.58333333333334,9
935,60,108,2023-02-13 00:00:00,30,143,Sports,727,3.6,210,143.0,6,317,4.042857142857143,426.57142857142856,2
936,38,102,2023-09-20 00:00:00,18,118,Clothing,50,3.8,180,118.0,6,98,3.62,290.8,9
937,69,102,2023-07-19 00:00:00,17,102,Clothing,50,3.8,119,102.0,6,161,3.7142857142857144,209.28571428571428,7
938,54,102,2023-01-01 00:00:00,29,128,Clothing,50,3.8,406,128.0,7,360,4.171428571428572,385.42857142857144,1
939,14,110,2023-02-21 00:00:00,24,80,Toys,29,3.5,240,80.0,6,309,3.9899999999999998,423.2,2
940,20,108,2023-06-12 00:00:00,21,99,Sports,727,3.6,210,99.0,8,198,3.97,505.6,6
941,9,105,2023-12-19 00:00:00,15,98,Electronics,800,4.8,120,98.0,5,8,3.9375,511.625,12
942,97,109,2023-01-24 00:00:00,26,87,Music,379,3.1,208,87.0,4,337,3.725,614.125,1
943,82,107,2023-07-19 00:00:00,30,147,Books,783,3.8,360,147.0,7,161,4.133333333333334,501.75,7
944,70,102,2023-10-02 00:00:00,22,99,Clothing,50,3.8,330,99.0,8,86,3.9466666666666668,341.06666666666666,10
945,2,103,2023-10-16 00:00:00,20,90,Home & Kitchen,200,4.2,160,90.0,5,72,3.9375,404.625,10
946,30,109,2023-01-03 00:00:00,23,103,Music,379,3.1,299,103.0,10,358,3.930769230769231,395.38461538461536,1
947,6,105,2023-06-16 00:00:00,27,119,Electronics,800,4.8,324,119.0,5,194,3.8166666666666664,272.75,6
948,81,108,2023-09-26 00:00:00,16,141,Sports,727,3.6,240,141.0,9,92,3.966666666666667,396.1333333333333,9
949,41,110,2023-03-06 00:00:00,20,82,Toys,29,3.5,180,82.0,6,296,3.7666666666666666,293.77777777777777,3
950,23,109,2023-09-10 00:00:00,27,100,Music,379,3.1,216,100.0,7,108,4.0125,273.5,9
951,31,109,2023-03-14 00:00:00,16,92,Music,379,3.1,192,92.0,6,288,4.016666666666667,312.9166666666667,3
952,20,104,2023-09-17 00:00:00,21,99,Beauty,30,4.0,210,99.0,8,101,3.97,505.6,9
953,5,103,2023-05-12 00:00:00,22,110,Home & Kitchen,200,4.2,242,110.0,6,229,4.109090909090909,559.7272727272727,5
954,21,106,2023-08-19 00:00:00,23,114,Automotive,855,4.2,345,114.0,8,130,4.073333333333333,369.46666666666664,8
955,75,107,2023-05-15 00:00:00,19,92,Books,783,3.8,152,92.0,5,226,4.0,440.625,5
956,68,105,2023-11-11 00:00:00,26,109,Electronics,800,4.8,416,109.0,9,46,3.975,538.4375,11
957,87,106,2023-01-03 00:00:00,30,128,Automotive,855,4.2,240,128.0,6,358,4.3125,511.25,1
958,61,108,2023-06-25 00:00:00,15,117,Sports,727,3.6,135,117.0,6,185,3.7666666666666666,416.1111111111111,6
959,94,110,2023-06-30 00:00:00,18,96,Toys,29,3.5,180,96.0,4,180,4.15,217.9,6
960,42,101,2023-02-28 00:00:00,29,109,Electronics,500,4.5,290,109.0,7,302,4.21,531.6,2
961,41,104,2023-04-21 00:00:00,20,82,Beauty,30,4.0,180,82.0,6,250,3.7666666666666666,293.77777777777777,4
962,61,106,2023-03-24 00:00:00,15,117,Automotive,855,4.2,135,117.0,6,278,3.7666666666666666,416.1111111111111,3
963,82,106,2023-09-12 00:00:00,30,147,Automotive,855,4.2,360,147.0,7,106,4.133333333333334,501.75,9
964,52,108,2023-03-22 00:00:00,18,93,Sports,727,3.6,216,93.0,6,280,3.891666666666667,389.3333333333333,3
965,41,109,2023-11-10 00:00:00,20,82,Music,379,3.1,180,82.0,6,47,3.7666666666666666,293.77777777777777,11
966,60,101,2023-06-21 00:00:00,30,143,Electronics,500,4.5,210,143.0,6,189,4.042857142857143,426.57142857142856,6
967,95,103,2023-10-17 00:00:00,21,142,Home & Kitchen,200,4.2,273,142.0,7,71,3.9076923076923076,393.38461538461536,10
968,30,107,2023-03-11 00:00:00,23,103,Books,783,3.8,299,103.0,10,291,3.930769230769231,395.38461538461536,3
969,98,106,2023-08-10 00:00:00,29,102,Automotive,855,4.2,232,102.0,5,139,4.1875,485.375,8
970,95,102,2023-03-21 00:00:00,21,142,Clothing,50,3.8,273,142.0,7,281,3.9076923076923076,393.38461538461536,3
971,38,106,2023-03-31 00:00:00,18,118,Automotive,855,4.2,180,118.0,6,271,3.62,290.8,3
972,89,102,2023-10-08 00:00:00,16,137,Clothing,50,3.8,176,137.0,7,80,4.245454545454546,635.8181818181819,10
973,17,110,2023-12-23 00:00:00,17,86,Toys,29,3.5,119,86.0,4,4,3.685714285714286,449.14285714285717,12
974,100,103,2023-07-08 00:00:00,26,107,Home & Kitchen,200,4.2,286,107.0,6,172,3.9545454545454546,391.09090909090907,7
975,40,104,2023-11-17 00:00:00,18,131,Beauty,30,4.0,216,131.0,7,40,4.166666666666667,462.8333333333333,11
976,30,101,2023-03-19 00:00:00,23,103,Electronics,500,4.5,299,103.0,10,283,3.930769230769231,395.38461538461536,3
977,66,104,2023-01-13 00:00:00,18,92,Beauty,30,4.0,198,92.0,7,348,4.209090909090909,472.8181818181818,1
978,24,101,2023-07-18 00:00:00,25,123,Electronics,500,4.5,250,123.0,6,162,4.13,470.0,7
979,73,102,2023-04-24 00:00:00,15,85,Clothing,50,3.8,165,85.0,8,247,3.872727272727273,436.3636363636364,4
980,1,103,2023-02-19 00:00:00,25,120,Home & Kitchen,200,4.2,500,120.0,9,311,4.04,471.7,2
981,88,103,2023-05-12 00:00:00,23,97,Home & Kitchen,200,4.2,322,97.0,8,229,3.8214285714285716,472.64285714285717,5
982,38,104,2023-04-26 00:00:00,18,118,Beauty,30,4.0,180,118.0,6,245,3.62,290.8,4
983,64,105,2023-06-27 00:00:00,19,142,Electronics,800,4.8,114,142.0,5,183,3.9499999999999997,662.8333333333334,6
984,27,106,2023-08-16 00:00:00,22,92,Automotive,855,4.2,264,92.0,9,133,3.9250000000000003,480.4166666666667,8
985,90,109,2023-03-17 00:00:00,16,89,Music,379,3.1,176,89.0,6,285,3.9181818181818184,370.09090909090907,3
986,90,106,2023-01-18 00:00:00,16,89,Automotive,855,4.2,176,89.0,6,343,3.9181818181818184,370.09090909090907,1
987,7,102,2023-03-10 00:00:00,30,108,Clothing,50,3.8,330,108.0,6,292,3.7545454545454544,374.1818181818182,3
988,89,107,2023-10-31 00:00:00,16,137,Books,783,3.8,176,137.0,7,57,4.245454545454546,635.8181818181819,10
989,80,102,2023-11-27 00:00:00,19,83,Clothing,50,3.8,285,83.0,7,30,4.133333333333334,347.4,11
990,42,110,2023-04-27 00:00:00,29,109,Toys,29,3.5,290,109.0,7,244,4.21,531.6,4
991,18,107,2023-09-03 00:00:00,19,137,Books,783,3.8,133,137.0,5,115,4.214285714285714,390.42857142857144,9
992,81,102,2023-12-25 00:00:00,16,141,Clothing,50,3.8,240,141.0,9,2,3.966666666666667,396.1333333333333,12
993,44,106,2023-02-06 00:00:00,30,85,Automotive,855,4.2,390,85.0,8,324,3.8153846153846156,412.15384615384613,2
994,70,107,2023-10-09 00:00:00,22,99,Books,783,3.8,330,99.0,8,79,3.9466666666666668,341.06666666666666,10
995,20,103,2023-02-05 00:00:00,21,99,Home & Kitchen,200,4.2,210,99.0,8,325,3.97,505.6,2
996,23,103,2023-11-17 00:00:00,27,100,Home & Kitchen,200,4.2,216,100.0,7,40,4.0125,273.5,11
997,12,110,2023-01-09 00:00:00,18,125,Toys,29,3.5,162,125.0,6,352,3.6555555555555554,258.55555555555554,1
998,12,103,2023-09-20 00:00:00,18,125,Home & Kitchen,200,4.2,162,125.0,6,98,3.6555555555555554,258.55555555555554,9
999,34,109,2023-04-12 00:00:00,28,81,Music,379,3.1,364,81.0,8,259,4.023076923076923,546.0,4
1000,8,107,2023-03-24 00:00:00,20,104,Books,783,3.8,240,104.0,7,278,3.8249999999999997,313.75,3
1001,27,104,2023-01-18 00:00:00,22,92,Beauty,30,4.0,264,92.0,9,343,3.9250000000000003,480.4166666666667,1
1002,49,105,2023-09-17 00:00:00,16,127,Electronics,800,4.8,160,127.0,8,101,3.9799999999999995,476.7,9
1003,72,102,2023-05-07 00:00:00,17,116,Clothing,50,3.8,204,116.0,7,234,3.783333333333333,243.58333333333334,5
1004,55,107,2023-09-22 00:00:00,22,120,Books,783,3.8,220,120.0,7,96,3.8299999999999996,448.1,9
1005,97,107,2023-02-17 00:00:00,26,87,Books,783,3.8,208,87.0,4,313,3.725,614.125,2
